# timestamp tx ty tz qx qy qz qw
1.54632074053333e+09 -9.2907935e-02 2.94422e-03 3.8478263e-02 1.3252133e-02 -7.9448909e-02 -5.0186418e-02 9.95486617e-01
1.546320740732398e+09 -1.22940563e-01 1.123142e-03 3.3933904e-02 1.3880397e-02 -6.8847165e-02 -4.7819167e-02 9.96383846e-01
1.54632074083252e+09 -1.25079751e-01 1.572264e-03 3.4068432e-02 1.3672097e-02 -6.8860814e-02 -4.7422297e-02 9.96404767e-01
1.546320740933157e+09 -1.25789717e-01 6.619371e-03 3.7363384e-02 1.2353816e-02 -6.7870028e-02 -4.7370967e-02 9.96492386e-01
1.546320741132457e+09 -1.00939758e-01 9.731464e-03 4.6698816e-02 1.3256015e-02 -7.8219458e-02 -5.1781375e-02 9.95502234e-01
1.546320741232947e+09 -1.2580198e-01 1.5988965e-02 4.2093668e-02 1.1888195e-02 -6.429226e-02 -5.1588275e-02 9.96525884e-01
1.546320741432778e+09 -9.6393511e-02 2.4126023e-02 5.3727094e-02 4.637965e-03 -7.2624795e-02 -5.8567781e-02 9.95627403e-01
1.546320741632952e+09 -9.4662271e-02 3.096769e-02 5.6264382e-02 9.00365e-04 -7.1737833e-02 -5.9276354e-02 9.95660186e-01
1.546320741832771e+09 -8.9336097e-02 3.8042184e-02 6.0613152e-02 -4.06826e-04 -6.5201186e-02 -6.7706533e-02 9.95572448e-01
1.546320742032679e+09 -8.7801382e-02 3.7892163e-02 6.2466681e-02 4.378814e-03 -6.1884757e-02 -7.1980193e-02 9.95474756e-01
1.546320742132895e+09 -8.8312544e-02 3.8157582e-02 6.4825319e-02 6.516308e-03 -6.3428134e-02 -7.1381226e-02 9.95409071e-01
1.546320742332821e+09 -9.0058491e-02 3.6559418e-02 6.5885246e-02 8.689099e-03 -6.7002393e-02 -6.892807e-02 9.95331228e-01
1.546320742532529e+09 -9.4187707e-02 3.2901678e-02 6.8682328e-02 1.7137632e-02 -7.412e-02 -6.0089346e-02 9.95289862e-01
1.546320742632544e+09 -9.1216817e-02 3.1692963e-02 7.1284883e-02 1.6412327e-02 -7.0598774e-02 -6.2842749e-02 9.95388031e-01
1.546320742832624e+09 -8.5703373e-02 3.301752e-02 7.4803829e-02 1.5140685e-02 -6.2469602e-02 -7.1688771e-02 9.95353758e-01
1.54632074293293e+09 -8.2961559e-02 3.4849148e-02 7.6601103e-02 1.4224324e-02 -5.6627441e-02 -7.9107091e-02 9.95154798e-01
1.546320743132482e+09 -8.4436551e-02 3.365624e-02 7.6274388e-02 1.1044237e-02 -4.9547922e-02 -8.5204467e-02 9.95069444e-01
1.54632074333285e+09 -8.5042417e-02 3.6883082e-02 7.8482792e-02 7.847228e-03 -4.7128841e-02 -8.7543964e-02 9.9501431e-01
1.546320743532195e+09 -8.875338e-02 4.0290043e-02 8.084701e-02 6.546835e-03 -4.7635011e-02 -8.5775927e-02 9.95153606e-01
1.546320743632433e+09 -1.02614194e-01 4.2909734e-02 8.6626366e-02 1.2679365e-02 -5.3574588e-02 -7.6300256e-02 9.95563805e-01
