# timestamp tx ty tz qx qy qz qw
1.546320758532884e+09 -9.845501e-03 -6.0492113e-02 6.9027089e-02 1.3503023e-02 4.2205732e-02 5.5665642e-02 9.97465611e-01
1.546320758732426e+09 -1.3823839e-02 -6.8875417e-02 7.9630651e-02 8.453305e-03 4.279257e-02 5.6021526e-02 9.9747628e-01
1.546320758832477e+09 -1.9462893e-02 -7.2516315e-02 8.8520475e-02 5.10003e-04 4.5852415e-02 5.1953766e-02 9.97596204e-01
1.546320758932645e+09 -2.1459552e-02 -7.5785093e-02 9.2929438e-02 -2.63278e-03 4.6593636e-02 5.0848812e-02 9.97615457e-01
1.546320759032922e+09 -2.7628582e-02 -8.3193325e-02 1.00709602e-01 -4.357085e-03 5.0616238e-02 4.6566021e-02 9.9762249e-01
1.546320759232965e+09 -3.5841111e-02 -8.6699404e-02 1.10099621e-01 -2.308676e-03 5.1438112e-02 4.5316692e-02 9.97644842e-01
1.546320759433361e+09 -4.5191359e-02 -9.3690082e-02 1.18934184e-01 -1.898492e-03 4.9750775e-02 4.7670148e-02 9.97621596e-01
1.546320759632751e+09 -5.9742842e-02 -9.8868966e-02 1.26206547e-01 -4.64795e-04 4.9316518e-02 4.9644463e-02 9.9754858e-01
1.546320759832715e+09 -7.2726674e-02 -1.0757082e-01 1.3092567e-01 -2.122208e-03 4.7431353e-02 5.1849209e-02 9.97525692e-01
1.546320759932987e+09 -7.994955e-02 -1.10546917e-01 1.33556753e-01 -2.774738e-03 4.6902727e-02 5.2579358e-02 9.9751085e-01
1.546320760133032e+09 -8.5608527e-02 -1.15565166e-01 1.35126397e-01 -4.139606e-03 4.5286298e-02 5.4275516e-02 9.97489989e-01
1.546320760332714e+09 -9.9975228e-02 -1.2767823e-01 1.34795219e-01 -4.342237e-03 4.5742974e-02 5.5132497e-02 9.97421265e-01
1.546320760432857e+09 -1.06077708e-01 -1.34938955e-01 1.34097427e-01 -3.840392e-03 4.6248131e-02 5.5155061e-02 9.97398794e-01
1.546320760632973e+09 -1.12690873e-01 -1.4167738e-01 1.3345775e-01 -3.09422e-03 4.6559118e-02 5.6015015e-02 9.97338951e-01
1.546320760832835e+09 -1.18544951e-01 -1.48192957e-01 1.32933199e-01 -2.656332e-03 4.3445218e-02 5.933604e-02 9.97288704e-01
1.54632076103241e+09 -1.30996674e-01 -1.56497478e-01 1.35030299e-01 -3.932417e-03 4.4705532e-02 5.9453271e-02 9.97221768e-01
1.546320761132665e+09 -1.36904508e-01 -1.58419684e-01 1.36124998e-01 -3.763498e-03 4.6633951e-02 5.7739288e-02 9.97234881e-01
1.546320761332716e+09 -1.4122352e-01 -1.60649598e-01 1.38333663e-01 -3.798137e-03 4.8254017e-02 5.6046572e-02 9.97254193e-01
1.546320761433029e+09 -1.49238184e-01 -1.63790971e-01 1.42286927e-01 -4.220087e-03 5.1035095e-02 5.2563105e-02 9.97303724e-01
1.546320761632532e+09 -1.61512852e-01 -1.65561512e-01 1.45571813e-01 -5.074454e-03 5.456702e-02 4.9940962e-02 9.97247517e-01
1.546320761733128e+09 -1.71774536e-01 -1.69662297e-01 1.47738516e-01 -6.769103e-03 5.8016382e-02 4.6964385e-02 9.97187376e-01
1.546320761932946e+09 -1.8591623e-01 -1.7338413e-01 1.49236336e-01 -3.973745e-03 6.0570292e-02 4.4852156e-02 9.97147799e-01
1.546320762132859e+09 -1.93006009e-01 -1.7504622e-01 1.5109694e-01 -2.931705e-03 6.0932219e-02 4.421727e-02 9.97157753e-01
1.546320762332789e+09 -2.10101143e-01 -1.7856501e-01 1.50973901e-01 -3.313577e-03 6.0080685e-02 4.5337908e-02 9.97157872e-01
1.54632076253237e+09 -2.19579205e-01 -1.79908797e-01 1.51064873e-01 -4.902056e-03 6.1306164e-02 4.4599395e-02 9.97110069e-01
1.546320762632688e+09 -2.36218765e-01 -1.82409748e-01 1.50684297e-01 -9.156074e-03 6.3660331e-02 4.2916846e-02 9.97006357e-01
1.546320762832553e+09 -2.44878814e-01 -1.84046865e-01 1.50465459e-01 -1.0326223e-02 6.4943783e-02 4.1505557e-02 9.96971905e-01
1.546320763032558e+09 -2.66313255e-01 -1.87663078e-01 1.50905907e-01 -9.57436e-03 6.7207634e-02 4.0710002e-02 9.96862173e-01
1.546320763132838e+09 -2.88650095e-01 -1.9185923e-01 1.50536612e-01 -9.160575e-03 7.1475387e-02 3.7994944e-02 9.96676385e-01
1.546320763333246e+09 -3.15731794e-01 -1.95493624e-01 1.50579423e-01 -8.518633e-03 7.1419522e-02 3.9882276e-02 9.9661237e-01
1.546320763532611e+09 -3.30071539e-01 -1.95144266e-01 1.52506694e-01 -7.754241e-03 7.1368031e-02 4.067656e-02 9.96590137e-01
1.546320763632669e+09 -3.6080724e-01 -1.9765006e-01 1.53473869e-01 -7.305359e-03 7.0758209e-02 4.2999391e-02 9.96539533e-01
1.546320763832707e+09 -3.77264529e-01 -1.99318945e-01 1.53054059e-01 -7.788563e-03 7.0165023e-02 4.5174774e-02 9.96481538e-01
1.546320764033011e+09 -3.9045915e-01 -1.9997026e-01 1.54335126e-01 -7.200886e-03 6.9267504e-02 4.5183294e-02 9.96548355e-01
1.546320764232927e+09 -4.21516985e-01 -2.01042116e-01 1.55471519e-01 -8.877384e-03 7.8140788e-02 5.7129487e-02 9.9526453e-01
1.546320764433022e+09 -4.37176585e-01 -2.00233057e-01 1.54710606e-01 -9.980689e-03 8.7602511e-02 6.7079201e-02 9.9384439e-01
1.54632076463279e+09 -4.53076214e-01 -1.99304596e-01 1.5562503e-01 -1.106766e-02 9.319219e-02 7.1389064e-02 9.93023872e-01
1.546320764732817e+09 -4.86553788e-01 -1.95571437e-01 1.57498747e-01 -2.2290902e-02 9.4135866e-02 7.3813505e-02 9.9256897e-01
1.546320764832891e+09 -5.24878323e-01 -1.91496491e-01 1.6193831e-01 -3.1795539e-02 9.1866054e-02 7.8989655e-02 9.9212414e-01
1.546320765032645e+09 -5.63157022e-01 -1.88217863e-01 1.74225464e-01 -3.2011319e-02 9.098354e-02 8.3904445e-02 9.91795003e-01
1.546320765132709e+09 -5.99770725e-01 -1.9237636e-01 1.84907153e-01 -2.9846843e-02 9.2491761e-02 8.6361058e-02 9.9151212e-01
1.546320765232872e+09 -6.15383208e-01 -1.9584541e-01 1.91312298e-01 -2.8776385e-02 9.3755938e-02 8.6914368e-02 9.91376698e-01
1.546320765333033e+09 -6.40285432e-01 -2.0230554e-01 2.05577314e-01 -2.3949794e-02 9.5311567e-02 8.5847519e-02 9.91449594e-01
1.546320765532626e+09 -6.68166816e-01 -2.12934643e-01 2.20355973e-01 -2.0269156e-02 9.5897645e-02 8.8636965e-02 9.91229713e-01
1.546320765632972e+09 -6.94454312e-01 -2.23446503e-01 2.35335976e-01 -2.1089744e-02 9.8274164e-02 8.968173e-02 9.90885794e-01
1.546320765733118e+09 -7.00194538e-01 -2.26418629e-01 2.4342078e-01 -2.1021202e-02 9.7008698e-02 8.9003213e-02 9.91073072e-01
1.546320765932984e+09 -7.20506012e-01 -2.39278629e-01 2.59082556e-01 -1.9921085e-02 1.00785375e-01 8.653371e-02 9.9093765e-01
1.546320766132554e+09 -7.29817092e-01 -2.48505458e-01 2.64815927e-01 -1.9182887e-02 1.01365075e-01 8.6775817e-02 9.90871906e-01
1.546320766333032e+09 -7.34712005e-01 -2.54656881e-01 2.74316281e-01 -1.3353901e-02 1.00919262e-01 8.6159408e-02 9.91066873e-01
1.546320766532591e+09 -7.49334157e-01 -2.69823104e-01 2.89578825e-01 -7.87733e-03 1.03666797e-01 8.4494472e-02 9.90985334e-01
1.546320766632868e+09 -7.55585074e-01 -2.78270185e-01 2.96057165e-01 -6.666307e-03 1.04405604e-01 8.409857e-02 9.90950286e-01
1.546320766832536e+09 -7.70556867e-01 -2.93298244e-01 3.10111076e-01 1.349881e-03 1.05513453e-01 8.4203303e-02 9.90845561e-01
1.546320766932541e+09 -7.82249033e-01 -3.04350466e-01 3.20891827e-01 4.58493e-04 1.09956294e-01 8.0285527e-02 9.90688443e-01
1.546320767132791e+09 -7.92843699e-01 -3.10901642e-01 3.29752326e-01 -5.886004e-03 1.19029298e-01 7.0086189e-02 9.90396559e-01
1.546320767232844e+09 -8.05179894e-01 -3.17006856e-01 3.3653897e-01 -1.0039404e-02 1.25543892e-01 6.3599236e-02 9.89996493e-01
1.546320767432866e+09 -8.10589612e-01 -3.18442702e-01 3.43209863e-01 -1.0657138e-02 1.2570715e-01 6.2384147e-02 9.9004668e-01
1.546320767633044e+09 -8.32761943e-01 -3.25470358e-01 3.51722032e-01 -1.5305485e-02 1.28100216e-01 6.2095035e-02 9.89697099e-01
1.546320767832662e+09 -8.43868732e-01 -3.26976746e-01 3.56923074e-01 -1.6401231e-02 1.28596336e-01 6.2652312e-02 9.89580035e-01
1.546320767932872e+09 -8.56399596e-01 -3.29820126e-01 3.63757282e-01 -1.651815e-02 1.28405437e-01 6.4188734e-02 9.89504457e-01
1.546320768132851e+09 -8.80292475e-01 -3.3578229e-01 3.75406832e-01 -1.4803139e-02 1.3138257e-01 6.3392892e-02 9.89192009e-01
1.546320768233139e+09 -9.08804715e-01 -3.42814207e-01 3.83653641e-01 -1.4704108e-02 1.37745306e-01 5.9248552e-02 9.88584697e-01
1.546320768333264e+09 -9.22734797e-01 -3.44718456e-01 3.88877928e-01 -1.5032977e-02 1.40266404e-01 5.6535821e-02 9.88384068e-01
1.546320768532708e+09 -9.5758462e-01 -3.49508852e-01 4.04060572e-01 -1.2984629e-02 1.39123797e-01 6.0111221e-02 9.88363683e-01
1.546320768632803e+09 -9.99575555e-01 -3.56087655e-01 4.18045014e-01 -1.1864872e-02 1.40602231e-01 6.2582798e-02 9.88014996e-01
1.54632076873309e+09 -1.018702745e+00 -3.56857181e-01 4.25005883e-01 -1.0465243e-02 1.40411198e-01 6.3429087e-02 9.88004029e-01
1.546320768933279e+09 -1.060033679e+00 -3.6153242e-01 4.38500881e-01 -9.33882e-03 1.41968176e-01 6.489221e-02 9.8769778e-01
1.546320769133371e+09 -1.08663404e+00 -3.67346376e-01 4.42690939e-01 -1.028475e-02 1.40262276e-01 7.0244327e-02 9.87565935e-01
1.546320769332948e+09 -1.131205201e+00 -3.72646898e-01 4.51511949e-01 -1.6056754e-02 1.36286214e-01 7.7795379e-02 9.87479687e-01
1.546320769533156e+09 -1.151546836e+00 -3.70079339e-01 4.61751968e-01 -1.7732209e-02 1.32928342e-01 8.1813671e-02 9.87584054e-01
1.546320769633609e+09 -1.207206488e+00 -3.77134532e-01 4.65388119e-01 -2.5860861e-02 1.29823223e-01 9.4509296e-02 9.86683905e-01
1.54632076983358e+09 -1.24779892e+00 -3.86865646e-01 4.70567942e-01 -2.5992939e-02 1.28824875e-01 9.6408702e-02 9.86627579e-01
1.546320770033196e+09 -1.281148791e+00 -3.89392287e-01 4.73404795e-01 -1.9217506e-02 1.2850377e-01 9.5275603e-02 9.86934721e-01
1.546320770233197e+09 -1.306860328e+00 -3.86864901e-01 5.0268048e-01 -1.4157459e-02 1.35459393e-01 9.7076774e-02 9.85913992e-01
1.546320770333743e+09 -1.341495872e+00 -3.87884885e-01 5.13140857e-01 -1.862734e-02 1.39447033e-01 9.6177429e-02 9.85371768e-01
1.546320770533158e+09 -1.354537487e+00 -3.88021231e-01 5.1994133e-01 -1.986975e-02 1.40754297e-01 9.4150513e-02 9.85357404e-01
1.546320770633854e+09 -1.371323109e+00 -3.87689322e-01 5.28398097e-01 -2.0718029e-02 1.4349027e-01 9.5650263e-02 9.84800637e-01
1.546320770734407e+09 -1.397758842e+00 -3.86986315e-01 5.40651977e-01 -2.2069655e-02 1.46727949e-01 9.5271535e-02 9.84330833e-01
1.546320770935341e+09 -1.423817396e+00 -3.90256673e-01 5.55428088e-01 -2.3564504e-02 1.50957778e-01 9.577845e-02 9.83607173e-01
1.54632077103551e+09 -1.443727136e+00 -3.98965567e-01 5.75019956e-01 -1.1252873e-02 1.52348012e-01 9.3728654e-02 9.838081e-01
1.546320771234382e+09 -1.460985541e+00 -4.0313977e-01 5.84870398e-01 -5.633174e-03 1.61855027e-01 8.49718e-02 9.83133316e-01
1.546320771434803e+09 -1.476384044e+00 -4.04852659e-01 5.91882408e-01 -9.869546e-03 1.72795787e-01 7.3869795e-02 9.82134163e-01
1.546320771632701e+09 -1.484389782e+00 -4.04523402e-01 5.96323609e-01 -1.1444199e-02 1.75561681e-01 7.0183769e-02 9.81896818e-01
1.546320771832805e+09 -1.503054619e+00 -4.04178053e-01 6.06749177e-01 -9.588381e-03 1.73257768e-01 7.3239028e-02 9.82102752e-01
1.546320771933406e+09 -1.532156467e+00 -4.07424957e-01 6.14093721e-01 -7.9887e-03 1.61266819e-01 9.1170855e-02 9.82658148e-01
1.546320772132392e+09 -1.560885668e+00 -4.03578222e-01 6.2083745e-01 -1.8886521e-02 1.59957469e-01 9.9570863e-02 9.81907606e-01
1.546320772232501e+09 -1.560763121e+00 -4.00096416e-01 6.20826364e-01 -2.7786549e-02 1.56948447e-01 9.9171348e-02 9.82222021e-01
1.546320772332891e+09 -1.567655444e+00 -3.99405926e-01 6.21782064e-01 -3.2836705e-02 1.56999841e-01 1.00419506e-01 9.8193115e-01
1.546320772532771e+09 -1.572292447e+00 -3.9989683e-01 6.24997437e-01 -3.2287627e-02 1.57090485e-01 9.9365294e-02 9.82042134e-01
1.546320772732445e+09 -1.584312558e+00 -4.06884074e-01 6.28764689e-01 -1.9257974e-02 1.60097346e-01 9.6033186e-02 9.82229888e-01
1.54632077283289e+09 -1.590523362e+00 -4.14978206e-01 6.31613433e-01 -7.73098e-03 1.61514685e-01 9.3627095e-02 9.82388556e-01
